gene_symbol	accession_numbers	ensembl_id
TRBVA	L36092	ENSG00000239992
TRBVAOR9-2	AF029308	
TRBVB	L36092	ENSG00000241911
TRBVC	L36092	
TRC-ACA1-1	HG983684	
TRC-GCA1-1	HG983685	
TRC-GCA2-1	HG983689	
TRC-GCA2-2	HG983686	
TRC-GCA2-3	HG983687	
TRC-GCA2-4	HG983688	
TRC-GCA3-1	HG983690	
TRC-GCA4-1	HG983691	
TRC-GCA5-1	HG983692	
TRC-GCA6-1	HG983693	
TRC-GCA7-1	HG983694	
TRC-GCA8-1	HG983695	
TRC-GCA9-1	HG983696	
TRC-GCA9-2	HG983697	
TRC-GCA9-3	HG983698	
TRC-GCA9-4	HG983699	
TRC-GCA10-1	HG983700	
TRC-GCA11-1	HG983701	
TRC-GCA12-1	HG983702	
TRC-GCA13-1	HG983703	
TRC-GCA14-1	HG983704	
TRC-GCA15-1	HG983705	
TRC-GCA16-1	HG983706	
TRC-GCA17-1	HG983707	
TRC-GCA18-1	HG983708	
TRC-GCA19-1	HG983709	
TRC-GCA20-1	HG983710	
TRC-GCA21-1	HG983711	
TRC-GCA22-1	HG983712	
TRC-GCA23-1	HG983713	
TRC-GCA24-1	HG983714	
TRC-GCA25-1	HG983715	
TRD	M21624	
TRD-GTC1-1	HG983664	
TRD-GTC2-1	HG983665	
TRD-GTC2-2	HG983666	
TRD-GTC2-3	HG983667	
TRD-GTC2-4	HG983668	
TRD-GTC2-5	HG983669	
TRD-GTC2-6	HG983674	
TRD-GTC2-7	HG983675	
TRD-GTC2-8	HG983670	
TRD-GTC2-9	HG983671	
TRD-GTC2-10	HG983672	
TRD-GTC2-11	HG983673	
TRD-GTC3-1	HG983676	
TRD-GTC4-1	HG983677	
TRD-GTC5-1	HG983678	
TRD-GTC6-1	HG983679	
TRD-GTC7-1	HG983680	
TRD-GTC8-1	HG983681	
TRD-GTC9-1	HG983682	
TRD-GTC10-1	HG983683	
TRDC	M22148	ENSG00000211829
TRDD1	M23325	ENSG00000223997
TRDD2	M22153	ENSG00000237235
TRDD3	M22152	ENSG00000228985
TRDJ1	M20289	ENSG00000211825
TRDJ2	L36386	ENSG00000211827
TRDJ3	M21508	ENSG00000211828
TRDJ4		ENSG00000211826
TRDMT1	AJ223333	ENSG00000107614
TRDN	U18985	ENSG00000186439
TRDN-AS1		ENSG00000235535
TRDV1	M22198	ENSG00000211804
TRDV2	X15207	ENSG00000211821
TRDV3	M23326	ENSG00000256590
TRE-CTC1-1	HG983753	
TRE-CTC1-2	HG983754	
TRE-CTC1-3	HG983755	
TRE-CTC1-4	HG983756	
TRE-CTC1-5	HG983757	
TRE-CTC1-6	HG983758	
TRE-CTC1-7	HG983759	
TRE-CTC2-1	HG983760	
TRE-CTC3-1	HG983761	
TRE-CTC4-1	HG983762	
TRE-CTC5-1	HG983763	
TRE-CTC6-1	HG983764	
TRE-CTC7-1	HG983765	
TRE-CTC8-1	HG983766	
TRE-CTC9-1	HG983767	
TRE-CTC10-1	HG983768	
TRE-CTC11-1	HG983769	
TRE-CTC12-1	HG983770	
TRE-CTC13-1	HG983771	
TRE-CTC14-1	HG983772	
TRE-CTC15-1	HG983773	
TRE-CTC16-1	HG983774	
TRE-CTC17-1	HG983775	
TRE-CTC18-1	HG983776	
TRE-TTC1-1	HG983778	
TRE-TTC1-2	HG983777	
TRE-TTC2-1	HG983779	
TRE-TTC2-2	HG983780	
TRE-TTC3-1	HG983781	
TRE-TTC4-1	HG983782	
TRE-TTC4-2	HG983783	
TRE-TTC5-1	HG983784	
TRE-TTC6-1	HG983785	
TRE-TTC7-1	HG983786	
TRE-TTC8-1	HG983787	
TRE-TTC8-2		
TRE-TTC9-1	HG983788	
TRE-TTC10-1	HG983789	
TRE-TTC11-1	HG983790	
TRE-TTC12-1	HG983791	
TRE-TTC13-1	HG983792	
TRE-TTC14-1	HG983793	
TRE-TTC15-1	HG983794	
TRE-TTC16-1	HG983795	
TREH	AB000824	ENSG00000118094
TREHP1		ENSG00000255239
TREM1	AF196329	ENSG00000124731
TREM2	AF213457	ENSG00000095970
TREML1	AF534822	ENSG00000161911
TREML2	AK023755	ENSG00000112195
TREML3P	AF534825	ENSG00000184106
TREML4	AF534826	ENSG00000188056
TREML5P	AF534827	ENSG00000225690
TRERF1	AF297872	ENSG00000124496
TRERNA1	AI968488, BX118093	ENSG00000231265
TREX1	AF151105	ENSG00000213689
TREX2	AF151107	ENSG00000183479
TRF-GAA1-1	HG983964	
TRF-GAA1-2	HG983965	
TRF-GAA1-3	HG983960	
TRF-GAA1-4	HG983961	
TRF-GAA1-5	HG983962	
TRF-GAA1-6	HG983963	
TRF-GAA2-1	HG983966	
TRF-GAA3-1	HG983967	
TRF-GAA4-1	HG983968	
TRF-GAA5-1	HG983969	
TRF-GAA6-1	HG983970	
TRF-GAA7-1	HG983971	
TRF-GAA8-1	HG983972	
TRF-GAA9-1	HG983973	
TRF-GAA10-1	HG983974	
TRF-GAA11-1	HG983975	
TRF-GAA12-1	HG983976	
TRG		
TRG-AS1		
TRG-CCC1-1	HG983796	
TRG-CCC1-2	HG983797	
TRG-CCC2-1	HG983799	
TRG-CCC2-2	HG983798	
TRG-CCC3-1	HG983800	
TRG-CCC4-1	HG983801	
TRG-CCC5-1	HG983802	
TRG-CCC6-1	HG983803	
TRG-CCC7-1	HG983804	
TRG-CCC8-1	HG983805	
TRG-GCC1-1	HG983806	
TRG-GCC1-2	HG983807	
TRG-GCC1-3	HG983808	
TRG-GCC1-4	HG983809	
TRG-GCC1-5	HG983810	
TRG-GCC2-1	HG983811	
TRG-GCC2-2	HG983815	
TRG-GCC2-3	HG983816	
TRG-GCC2-4	HG983812	
TRG-GCC2-5	HG983813	
TRG-GCC2-6	HG983814	
TRG-GCC3-1	HG983817	
TRG-GCC4-1	HG983818	
TRG-GCC5-1	HG983819	
TRG-GCC6-1	HG983820	
TRG-TCC1-1	HG983821	
TRG-TCC2-1	HG983822	
TRG-TCC2-2	HG983823	
TRG-TCC2-3	HG983824	
TRG-TCC2-4	HG983825	
TRG-TCC2-5	HG983826	
TRG-TCC2-6	HG983827	
TRG-TCC3-1	HG983828	
TRG-TCC4-1	HG983829	
TRG-TCC5-1	HG983830	
TRG-TCC6-1	HG983831	
TRGC1	M14996	ENSG00000211689
TRGC2	M15002	ENSG00000227191
TRGJ1	M12960	ENSG00000211690
TRGJ2	M12961	ENSG00000211687
TRGJP	M12950	ENSG00000211691
TRGJP1	X08084	ENSG00000211692
TRGJP2	M16016	ENSG00000211688
TRGV1	M12949	ENSG00000211701
TRGV2	M13429	ENSG00000233306
TRGV3	M13430	ENSG00000211699
TRGV4	X15272	ENSG00000211698
TRGV5	M36286	ENSG00000211697
TRGV5P	M13431	ENSG00000228668
TRGV6	M13432	ENSG00000226212
TRGV7	M13433	ENSG00000249978
TRGV8	M13434	ENSG00000211696
TRGV9	X07205	ENSG00000211695
TRGV10	X07206	ENSG00000211694
TRGV11	Y11227	ENSG00000211693
TRGVA	X07208	ENSG00000225992
TRGVB	X07209	ENSG00000231202
TRH		ENSG00000170893
TRH-GTG1-1	HG983832	
TRH-GTG1-2	HG983833	
TRH-GTG1-3	HG983834	
TRH-GTG1-4	HG983835	
TRH-GTG1-5	HG983839	
TRH-GTG1-6	HG983840	
TRH-GTG1-7	HG983836	
TRH-GTG1-8	HG983837	
TRH-GTG1-9	HG983838	
TRH-GTG3-1	HG983842	
TRHDE	AF126372	ENSG00000072657
TRHDE-AS1	BC040230	ENSG00000236333
TRHR		ENSG00000174417
TRI-AAT1-1	HG983843	
TRI-AAT2-1	HG983844	
TRI-AAT3-1	HG983845	
TRI-AAT4-1	HG983846	
TRI-AAT5-1	HG983849	
TRI-AAT5-2	HG983850	
TRI-AAT5-3	HG983851	
TRI-AAT5-4	HG983847	
TRI-AAT5-5	HG983848	
TRI-AAT6-1	HG983852	
TRI-AAT7-1	HG983853	
TRI-AAT7-2	HG983854	
TRI-AAT8-1	HG983855	
TRI-AAT9-1	HG983856	
TRI-AAT10-1	HG983857	
TRI-AAT11-1	HG983858	
TRI-AAT12-1	HG983859	
TRI-GAT1-1	HG983860	
TRI-GAT1-2	HG983861	
TRI-GAT1-3	HG983862	
TRI-TAT1-1	HG983863	
TRI-TAT2-1	HG983864	
TRI-TAT2-2	HG983865	
TRI-TAT2-3	HG983866	
TRI-TAT3-1	HG983867	
TRIAP1		ENSG00000170855
TRIAP1P1		ENSG00000237956
TRIB1	AF205437	ENSG00000173334
TRIB2	AY245544	ENSG00000071575
TRIB3	AF250311	ENSG00000101255
TRICY1		
TRIL		ENSG00000255690
TRIM2	AF220018	ENSG00000109654
TRIM3	AF045239	ENSG00000110171
TRIM4	AF220023	ENSG00000146833
TRIM5	AF220025	ENSG00000132256
TRIM6	AF220030	ENSG00000121236
TRIM6-TRIM34	AB039903	ENSG00000258588
TRIM7	AF220032	ENSG00000146054
TRIM8	AF281046	ENSG00000171206
TRIM9	AF220036	ENSG00000100505
TRIM10	Y07829	ENSG00000204613
TRIM11	AF220125	ENSG00000154370
TRIM13	AF220127	ENSG00000204977
TRIM14	AF220130	ENSG00000106785
TRIM15	AF220132, U34249	ENSG00000204610
TRIM16	AF096870	ENSG00000221926
TRIM16L	DQ232882	ENSG00000108448
TRIM17	AF156271	ENSG00000162931
TRIM21	AF391283	
TRIM22	X82200	ENSG00000132274
TRIM23	L04510	ENSG00000113595
TRIM24	AF009353	ENSG00000122779
TRIM25	D21205	
TRIM26	AB088090	ENSG00000234127
TRIM26BP		ENSG00000236475
TRIM27	Z58939	ENSG00000204713
TRIM28		
TRIM29	AF230388	ENSG00000137699
TRIM31	AF230386	ENSG00000204616
TRIM31-AS1		ENSG00000231226
TRIM32	U18543	ENSG00000119401
TRIM33	AF220136	ENSG00000197323
TRIM34	AB039902	ENSG00000258659
TRIM35	AB029021	ENSG00000104228
TRIM36	AJ272269	ENSG00000152503
TRIM36-IT1		ENSG00000250472
TRIM37	AB020705	ENSG00000108395
TRIM38	U90547	ENSG00000112343
TRIM39	BC034985	ENSG00000204599
TRIM39-RPP21		ENSG00000248167
TRIM40	AF489517	ENSG00000204614
TRIM41	AF258579	ENSG00000146063
TRIM42	AF521868	ENSG00000155890
TRIM43	BK000505	ENSG00000144015
TRIM43B		ENSG00000144010
TRIM43CP		ENSG00000144188
TRIM44	BC024031	ENSG00000166326
TRIM45		ENSG00000134253
TRIM46		ENSG00000163462
TRIM47	AY026763	ENSG00000132481
TRIM48	AF521869	ENSG00000150244
TRIM49	AB037682	ENSG00000168930
TRIM49B		ENSG00000182053
TRIM49C	BC126470	ENSG00000204449
TRIM49D1		ENSG00000223417
TRIM49D2		ENSG00000233802
TRIM50	AY081948	ENSG00000146755
TRIM51	BC005014	ENSG00000124900
TRIM51BP		ENSG00000204455
TRIM51CP		ENSG00000249910
TRIM51DP		ENSG00000255190
TRIM51EP		ENSG00000237706
TRIM51FP		ENSG00000219061
TRIM51GP		ENSG00000220948
TRIM51HP		ENSG00000166007
TRIM51JP		ENSG00000232717
TRIM52		ENSG00000183718
TRIM52-AS1		ENSG00000248275
TRIM53AP	AP004607	ENSG00000225581
TRIM53BP		ENSG00000166013
TRIM53CP		ENSG00000254764
TRIM54	AJ291714	ENSG00000138100
TRIM55	AJ291712	ENSG00000147573
TRIM56	BK000511	ENSG00000169871
TRIM58	AF327057	ENSG00000162722
TRIM59	AY159379	ENSG00000213186
TRIM60	AK093201	ENSG00000176979
TRIM60P1Y		
TRIM60P2Y		
TRIM60P3Y		ENSG00000227830
TRIM60P4Y		
TRIM60P5Y		ENSG00000224210
TRIM60P6Y		
TRIM60P7Y		
TRIM60P8Y		ENSG00000232764
TRIM60P9Y		ENSG00000227251
TRIM60P10Y		ENSG00000232976
TRIM60P11Y		ENSG00000227837
TRIM60P12Y		
TRIM60P13		ENSG00000227247
TRIM60P14		ENSG00000250227
TRIM60P15		ENSG00000250857
TRIM60P16		ENSG00000229909
TRIM60P17		ENSG00000223558
TRIM60P18		ENSG00000227986
TRIM60P19		ENSG00000235737
TRIM61		ENSG00000183439
TRIM62	BC007999	ENSG00000116525
TRIM63	AF353673	ENSG00000158022
TRIM64	AP001769	ENSG00000204450
TRIM64B		ENSG00000189253
TRIM64C		ENSG00000214891
TRIM64DP		ENSG00000254751
TRIM64EP		ENSG00000223709
TRIM64FP		ENSG00000226185
TRIM65	BC006138	ENSG00000141569
TRIM66	AB002296	ENSG00000166436
TRIM67	AK126782	ENSG00000119283
TRIM68	AF360739	
TRIM69	AF302088	ENSG00000185880
TRIM71		ENSG00000206557
TRIM72	AK090695	
TRIM73	AF498998	ENSG00000178809
TRIM74	AF498999	ENSG00000155428
TRIM75P		ENSG00000250374
TRIM77		ENSG00000214414
TRIM77BP		ENSG00000254993
TRIM80P		ENSG00000232724
TRIML1	AK093499	ENSG00000184108
TRIML2	AK098667	ENSG00000179046
TRIO	AF091395	ENSG00000038382
TRIOBP	AB051449	ENSG00000100106
TRIP4	L40371	ENSG00000103671
TRIP6	L40374, AF000974	ENSG00000087077
TRIP10	AB072596	ENSG00000125733
TRIP11	L40380	ENSG00000100815
TRIP12	L40383	ENSG00000153827
TRIP13	L40384	ENSG00000071539
TRIQK	AK096398, BC110326, BC031029, BC065838	ENSG00000205133
TRIR	AK027588	ENSG00000123144
TRIT1	AF074918	ENSG00000043514
TRK-CTT1-1	HG983908	
TRK-CTT1-2	HG983909	
TRK-CTT2-1	HG983910	
TRK-CTT2-2	HG983912	
TRK-CTT2-3	HG983913	
TRK-CTT2-4	HG983914	
TRK-CTT2-5	HG983911	
TRK-CTT3-1	HG983915	
TRK-CTT4-1	HG983916	
TRK-CTT5-1	HG983917	
TRK-CTT6-1	HG983918	
TRK-CTT7-1	HG983919	
TRK-CTT8-1	HG983920	
TRK-CTT9-1	HG983921	
TRK-CTT10-1	HG983922	
TRK-CTT11-1	HG983923	
TRK-CTT12-1	HG983924	
TRK-CTT13-1	HG983925	
TRK-CTT14-1	HG983926	
TRK-CTT15-1	HG983927	
TRK-CTT16-1	HG983928	
TRK-TTT1-1	HG983929	
TRK-TTT2-1	HG983930	
TRK-TTT3-1	HG983931	
TRK-TTT3-2	HG983932	
TRK-TTT3-3	HG983935	
TRK-TTT3-4	HG983933	
TRK-TTT3-5	HG983934	
TRK-TTT4-1	HG983936	
TRK-TTT5-1	HG983937	
TRK-TTT6-1	HG983938	
TRK-TTT7-1	HG983939	
TRK-TTT8-1	HG983940	
TRK-TTT9-1	HG983941	
TRK-TTT10-1	HG983942	
TRK-TTT11-1	HG983943	
TRK-TTT12-1	HG983944	
TRK-TTT13-1	HG983945	
TRK-TTT14-1	HG983946	
TRK-TTT15-1	HG983947	
TRK-TTT16-1	HG983948	
TRK-TTT17-1	HG983949	
TRL-AAG1-1	HG983868	
TRL-AAG1-2	HG983869	
TRL-AAG1-3	HG983870	
TRL-AAG2-1	HG983873	
TRL-AAG2-2	HG983874	
TRL-AAG2-3	HG983871	
TRL-AAG2-4	HG983872	
TRL-AAG3-1	HG983875	
TRL-AAG4-1	HG983876	
TRL-AAG5-1	HG983877	
TRL-AAG6-1	HG983878	
TRL-AAG7-1	HG983879	
TRL-AAG8-1	HG983880	
TRL-CAA1-1	HG983881	
TRL-CAA1-2	HG983882	
TRL-CAA2-1	HG983883	
TRL-CAA3-1	HG983884	
TRL-CAA4-1	HG983885	
TRL-CAA5-1	HG983886	
TRL-CAA6-1	HG983887	
TRL-CAA7-1	HG983888	
TRL-CAG1-1	HG983889	
TRL-CAG1-2	HG983890	
TRL-CAG1-3	HG983891	
TRL-CAG1-4	HG983892	
TRL-CAG1-5	HG983893	
TRL-CAG1-6	HG983894	
TRL-CAG1-7	HG983895	
TRL-CAG2-1	HG983896	
TRL-CAG2-2	HG983897	
TRL-CAG3-1	HG983898	
TRL-TAA1-1	HG983899	
TRL-TAA2-1	HG983900	
TRL-TAA3-1	HG983901	
TRL-TAA4-1	HG983902	
TRL-TAA5-1	HG983903	
TRL-TAG1-1	HG983904	
TRL-TAG2-1	HG983905	
TRL-TAG3-1	HG983906	
TRL-TAG4-1	HG983907	
TRM-CAT1-1	HG983950	
TRM-CAT2-1	HG983951	
TRM-CAT3-1	HG983952	
TRM-CAT3-2	HG983953	
TRM-CAT4-1	HG983954	
TRM-CAT4-2	HG983955	
TRM-CAT4-3	HG983956	
TRM-CAT5-1	HG983957	
TRM-CAT6-1	HG983958	
TRM-CAT7-1	HG983959	
TRMO	AK023069	ENSG00000136932
TRMT1	AF196479	ENSG00000104907
TRMT1L	AF288399	ENSG00000121486
TRMT2A	BC017184	ENSG00000099899
TRMT2B	BC020116	ENSG00000188917
TRMT2B-AS1		ENSG00000225839
TRMT5	AB037814	
TRMT6	AK000613	ENSG00000089195
TRMT9B	BC035082	ENSG00000250305
TRMT10A	BC028373	ENSG00000145331
TRMT10B	BC057774	ENSG00000165275
TRMT10BP1		ENSG00000253580
TRMT10C	AK000439	ENSG00000174173
TRMT11	AF182423	ENSG00000066651
TRMT12	AF313041	ENSG00000183665
TRMT13	BC075811	ENSG00000122435
TRMT44	AK093044	ENSG00000155275
TRMT61A	AK097771	
TRMT61B	BC010365	ENSG00000171103
TRMT112	AF110774	ENSG00000173113
TRMT112P1		ENSG00000250272
TRMT112P2		ENSG00000249778
TRMT112P3		ENSG00000265262
TRMT112P4		ENSG00000236763
TRMT112P5		ENSG00000250161
TRMT112P6		ENSG00000268412
TRMT112P7		ENSG00000270275
TRMU	AY062123	ENSG00000100416
TRN-ATT1-1	HG983627	
TRN-ATT1-2	HG983628	
TRN-GTT1-1	HG983629	
TRN-GTT2-1	HG983630	
TRN-GTT2-2	HG983631	
TRN-GTT2-3	HG983632	
TRN-GTT2-4	HG983633	
TRN-GTT2-5	HG983634	
TRN-GTT2-6	HG983635	
TRN-GTT3-1	HG983636	
TRN-GTT3-2	HG983637	
TRN-GTT4-1	HG983638	
TRN-GTT5-1	HG983639	
TRN-GTT6-1	HG983640	
TRN-GTT7-1	HG983641	
TRN-GTT8-1	HG983642	
TRN-GTT9-1	HG983643	
TRN-GTT9-2	HG983644	
TRN-GTT10-1	HG983645	
TRN-GTT11-1	HG983646	
TRN-GTT11-2	HG983647	
TRN-GTT12-1	HG983648	
TRN-GTT13-1	HG983649	
TRN-GTT15-1	HG983651	
TRN-GTT15-2		
TRN-GTT16-1	HG983652	
TRN-GTT16-2	HG983653	
TRN-GTT16-3	HG983654	
TRN-GTT16-4	HG983655	
TRN-GTT16-5	HG983656	
TRN-GTT17-1	HG983657	
TRN-GTT18-1	HG983658	
TRN-GTT19-1	HG983659	
TRN-GTT19-2		
TRN-GTT20-1	HG983660	
TRN-GTT21-1	HG983661	
TRN-GTT22-1	HG983662	
TRN-GTT23-1	HG983663	
TRNAU1AP		ENSG00000180098
TRNP1	AI366714, AL356390, BC069216, CH471059	ENSG00000253368
TRNT1	AF151805	ENSG00000072756
TRO	U04811	ENSG00000067445
TROAP	U04810	ENSG00000135451
TRP-AGG1-1	HG983977	
TRP-AGG2-1	HG983978	
TRP-AGG2-2	HG983984	
TRP-AGG2-3	HG983985	
TRP-AGG2-4	HG983979	
TRP-AGG2-5	HG983980	
TRP-AGG2-6	HG983981	
TRP-AGG2-7	HG983982	
TRP-AGG2-8	HG983983	
TRP-AGG3-1	HG983986	
TRP-AGG4-1	HG983987	
TRP-AGG5-1	HG983988	
TRP-AGG6-1	HG983989	
TRP-CGG1-1	HG983990	
TRP-CGG1-2	HG983991	
TRP-CGG1-3	HG983992	
TRP-CGG2-1	HG983993	
TRP-GGG1-1	HG983994	
TRP-TGG1-1	HG983995	
TRP-TGG2-1	HG983996	
TRP-TGG3-1	HG984001	
TRP-TGG3-2	HG983997	
TRP-TGG3-3	HG983998	
TRP-TGG3-4	HG983999	
TRP-TGG3-5	HG984000	
TRP-TGG4-1	HG984002	
TRP-TGG5-1	HG984003	
TRPA1	Y10601	ENSG00000104321
TRPC1	X89066	ENSG00000144935
TRPC2	X89067	ENSG00000182048
TRPC3	Y13758	ENSG00000138741
TRPC4	U40983	ENSG00000133107
TRPC4AP	AF055022	ENSG00000100991
TRPC5	AF054568	ENSG00000072315
TRPC5OS		ENSG00000204025
TRPC6	AJ006276	
TRPC6P		ENSG00000223484
TRPC7	AJ272034	ENSG00000069018
TRPC7-AS1		ENSG00000248211
TRPC7-AS2		ENSG00000250947
TRPM1	AF071787	ENSG00000134160
TRPM2	AB001535	ENSG00000142185
TRPM2-AS	AK057275	ENSG00000230061
TRPM3	AB046836	ENSG00000083067
TRPM4	AK000048	
TRPM5	AF177473	ENSG00000070985
TRPM6	AK026281	ENSG00000119121
TRPM7	AF346629	ENSG00000092439
TRPM8	AC005538	ENSG00000144481
TRPS1	AF183810	ENSG00000104447
TRPT1		ENSG00000149743
TRPV1	AJ272063	ENSG00000196689
TRPV2	AF129112	ENSG00000187688
TRPV3	AF514998	ENSG00000167723
TRPV4	AF263523	ENSG00000111199
TRPV5	AJ271207	ENSG00000127412
TRPV6	AJ277909	ENSG00000165125
TRQ-CTG1-1	HG983718	
TRQ-CTG1-2	HG983719	
TRQ-CTG1-3	HG983720	
TRQ-CTG1-4	HG983716	
TRQ-CTG1-5	HG983717	
TRQ-CTG2-1	HG983721	
TRQ-CTG5-1	HG983726	
TRQ-CTG6-1	HG983727	
TRQ-CTG8-1	HG983729	
TRQ-CTG8-2	HG983730	
TRQ-CTG8-3		
TRQ-CTG9-1	HG983731	
TRQ-CTG10-1	HG983732	
TRQ-CTG11-1	HG983733	
TRQ-CTG12-1	HG983734	
TRQ-CTG13-1	HG983735	
TRQ-CTG14-1	HG983736	
TRQ-CTG15-1	HG983737	
TRQ-CTG16-1	HG983738	
TRQ-CTG17-1	HG983739	
TRQ-CTG18-1	HG983740	
TRQ-TTG1-1	HG983741	
TRQ-TTG2-1	HG983742	
TRQ-TTG3-1	HG983743	
TRQ-TTG3-2	HG983744	
TRQ-TTG3-3	HG983745	
TRQ-TTG4-1	HG983746	
TRQ-TTG5-1	HG983747	
TRQ-TTG6-1	HG983748	
TRQ-TTG7-1	HG983749	
TRQ-TTG8-1	HG983750	
TRQ-TTG9-1	HG983751	
TRQ-TTG10-1	HG983752	
TRR-ACG1-1	HG983595	
TRR-ACG1-2	HG983596	
TRR-ACG1-3	HG983594	
TRR-ACG2-1	HG983597	
TRR-ACG2-2	HG983598	
TRR-ACG2-3	HG983599	
TRR-ACG2-4	HG983600	
TRR-CCG1-1	HG983602	
TRR-CCG1-2	HG983603	
TRR-CCG1-3	HG983601	
TRR-CCG2-1	HG983604	
TRR-CCT1-1	HG983605	
TRR-CCT2-1	HG983606	
TRR-CCT3-1	HG983607	
TRR-CCT4-1	HG983608	
TRR-CCT5-1	HG983609	
TRR-CCT6-1	HG983610	
TRR-CCT6-2	HG983611	
TRR-CCT7-1	HG983612	
TRR-CCT8-1	HG983613	
TRR-CCT9-1	HG983614	
TRR-TCG1-1	HG983615	
TRR-TCG2-1	HG983616	
TRR-TCG3-1	HG983617	
TRR-TCG4-1	HG983618	
TRR-TCG5-1	HG983619	
TRR-TCG6-1	HG983620	
TRR-TCT2-1	HG983622	
TRR-TCT3-1	HG983624	
TRR-TCT3-2	HG983623	
TRR-TCT5-1	HG983626	
TRRAP	AF076974	ENSG00000196367
TRS-ACT1-1	HG984007	
TRS-AGA1-1	HG984008	
TRS-AGA2-1	HG984010	
TRS-AGA2-2	HG984011	
TRS-AGA2-3	HG984012	
TRS-AGA2-4	HG984013	
TRS-AGA2-5	HG984014	
TRS-AGA2-6	HG984009	
TRS-AGA3-1	HG984015	
TRS-AGA4-1	HG984016	
TRS-AGA5-1	HG984017	
TRS-AGA6-1	HG984018	
TRS-AGA7-1	HG984019	
TRS-CGA1-1	HG984020	
TRS-CGA2-1	HG984021	
TRS-CGA3-1	HG984022	
TRS-CGA4-1	HG984023	
TRS-GCT1-1	HG984024	
TRS-GCT2-1	HG984025	
TRS-GCT3-1	HG984026	
TRS-GCT4-1	HG984029	
TRS-GCT4-2	HG984027	
TRS-GCT4-3	HG984028	
TRS-GCT5-1	HG984030	
TRS-GCT6-1	HG984031	
TRS-TGA1-1	HG984032	
TRS-TGA2-1	HG984033	
TRS-TGA3-1	HG984034	
TRS-TGA4-1	HG984035	
TRSUP-CTA1-1	HG984036	
TRSUP-CTA2-1	HG984037	
TRSUP-CTA3-1	HG984038	
TRSUP-TTA1-1	HG984039	
TRSUP-TTA2-1	HG984040	
TRSUP-TTA3-1	HG984041	
TRT-AGT1-1	HG984042	
TRT-AGT1-2	HG984043	
TRT-AGT1-3	HG984044	
TRT-AGT2-1	HG984045	
TRT-AGT2-2	HG984046	
TRT-AGT3-1	HG984047	
TRT-AGT4-1	HG984049	
TRT-AGT5-1	HG984048	
TRT-AGT6-1	HG984050	
TRT-AGT7-1	HG984051	
TRT-CGT1-1	HG984052	
TRT-CGT2-1	HG984053	
TRT-CGT3-1	HG984054	
TRT-CGT4-1	HG984055	
TRT-CGT5-1	HG984056	
TRT-CGT6-1	HG984057	
TRT-TGT1-1	HG984058	
TRT-TGT3-1	HG984060	
TRT-TGT4-1	HG984061	
TRT-TGT5-1	HG984062	
TRT-TGT6-1	HG984063	
TRU-TCA1-1	HG984004	
TRU-TCA2-1	HG984005	
TRU-TCA3-1	HG984006	
TRUB1	AF448144	ENSG00000165832
TRUB2	AK001956	ENSG00000167112
TRUND-NNN1-1	HG984090	
TRUND-NNN2-1	HG984091	
TRUND-NNN3-1	HG984092	
TRUND-NNN4-1	HG984093	
TRUND-NNN5-1	HG984094	
TRUND-NNN6-1	HG984095	
TRUND-NNN10-1	HG984099	
TRV-AAC1-1	HG984100	
TRV-AAC1-2	HG984101	
TRV-AAC1-3	HG984102	
TRV-AAC1-4	HG984103	
TRV-AAC1-5	HG984104	
TRV-AAC2-1	HG984105	
TRV-AAC3-1	HG984106	
TRV-AAC4-1	HG984107	
TRV-AAC5-1	HG984108	
TRV-AAC6-1	HG984109	
TRV-AAC7-1	HG984110	
TRV-CAC1-2	HG984112	
TRV-CAC1-3	HG984113	
TRV-CAC1-4	HG984114	
TRV-CAC1-5	HG984115	
TRV-CAC1-6	HG984116	
TRV-CAC2-1	HG984117	
TRV-CAC3-1	HG984118	
TRV-CAC6-1	HG984121	
TRV-CAC7-1	HG984122	
TRV-CAC8-1	HG984123	
TRV-CAC9-1	HG984124	
TRV-CAC10-1	HG984125	
TRV-CAC11-1	HG984126	
TRV-CAC11-2	HG984127	
TRV-CAC12-1	HG984128	
TRV-CAC13-1	HG984129	
TRV-CAC14-1	HG984130	
TRV-TAC1-1	HG984131	
TRV-TAC1-2	HG984132	
TRV-TAC2-1	HG984133	
TRV-TAC3-1	HG984134	
TRV-TAC4-1	HG984135	
TRW-CCA1-1	HG984064	
TRW-CCA2-1	HG984065	
TRW-CCA3-1	HG984067	
TRW-CCA3-2	HG984068	
TRW-CCA3-3	HG984066	
TRW-CCA4-1	HG984069	
TRW-CCA5-1	HG984070	
TRW-CCA6-1	HG984071	
TRW-CCA7-1	HG984072	
TRX-CAT1-1	HG984136	
TRX-CAT1-2	HG984138	
TRX-CAT1-3	HG984139	
TRX-CAT1-4	HG984140	
TRX-CAT1-5	HG984141	
TRX-CAT1-6	HG984142	
TRX-CAT1-7	HG984143	
TRX-CAT1-8	HG984137	
TRX-CAT2-1	HG984144	
TRX-CAT3-1	HG984145	
TRY-ATA1-1	HG984073	
TRY-GTA1-1	HG984074	
TRY-GTA3-1	HG984076	
TRY-GTA4-1	HG984077	
TRY-GTA5-1	HG984081	
TRY-GTA5-2	HG984082	
TRY-GTA5-3	HG984078	
TRY-GTA5-4	HG984079	
TRY-GTA5-5	HG984080	
TRY-GTA6-1	HG984083	
TRY-GTA7-1	HG984084	
